_id,address,cinema_id,gmap_data,location,name,phone,url,lat,long
180,新北市林口區文化三路一段402巷2號4F（昕境廣場）,180,"{'results': [{'address_components': [{'long_name': '4F', 'short_name': '4F', 'types': ['floor']}, {'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'Lane 402, Section 1, Wenhuasan Road', 'short_name': 'Lane 402, Section 1, Wenhuasan Road', 'types': ['route']}, {'long_name': 'Linkou District', 'short_name': 'Linkou District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'New Taipei City', 'short_name': 'New Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '244', 'short_name': '244', 'types': ['postal_code']}], 'formatted_address': '244, Taiwan, New Taipei City, Linkou District, Lane 402, Section 1, Wenhuasan Road, 2號4F', 'geometry': {'location': {'lat': 25.073671, 'lng': 121.36905}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0750199802915, 'lng': 121.3703989802915}, 'southwest': {'lat': 25.07232201970849, 'lng': 121.3677010197085}}}, 'place_id': 'ChIJnczx8timQjQRcLnjKHjFq2M', 'types': ['establishment', 'movie_theater', 'point_of_interest']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.36905, 25.073671]}",國賓影城(林口昕境廣場),02-26080011,https://tw.movies.yahoo.com/theater_result.html/id=180,121.36905,121.36905
185,新北市新莊區五工路66號3F,185,"{'results': [{'address_components': [{'long_name': '66', 'short_name': '66', 'types': ['street_number']}, {'long_name': 'Wugong Road', 'short_name': 'Wugong Road', 'types': ['route']}, {'long_name': 'Xinzhuang District', 'short_name': 'Xinzhuang District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'New Taipei City', 'short_name': 'New Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '242', 'short_name': '242', 'types': ['postal_code']}], 'formatted_address': 'No. 66, Wugong Road, Xinzhuang District, New Taipei City, Taiwan 242', 'geometry': {'location': {'lat': 25.0641392, 'lng': 121.4587441}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0654881802915, 'lng': 121.4600930802915}, 'southwest': {'lat': 25.0627902197085, 'lng': 121.4573951197085}}}, 'partial_match': True, 'place_id': 'ChIJwWCDa5CoQjQRWAWFMXxoPlg', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.4587441, 25.0641392]}",國賓影城(新莊晶冠廣場),(02)8521-6517,https://tw.movies.yahoo.com/theater_result.html/id=185,121.4587441,121.4587441
193,新北市林口區文化三路一段356號3樓,193,"{'results': [{'address_components': [{'long_name': '356', 'short_name': '356', 'types': ['street_number']}, {'long_name': 'Section 1, Wenhuasan Road', 'short_name': 'Section 1, Wenhuasan Road', 'types': ['route']}, {'long_name': 'Linkou District', 'short_name': 'Linkou District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'New Taipei City', 'short_name': 'New Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '244', 'short_name': '244', 'types': ['postal_code']}], 'formatted_address': 'No. 356, Section 1, Wenhuasan Road, Linkou District, New Taipei City, Taiwan 244', 'geometry': {'location': {'lat': 25.0707347, 'lng': 121.3639607}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0720836802915, 'lng': 121.3653096802915}, 'southwest': {'lat': 25.0693857197085, 'lng': 121.3626117197085}}}, 'place_id': 'ChIJ9exAWiinQjQR9Fd1gOp3-3c', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.3639607, 25.0707347]}",林口MITSUI OUTLET PARK威秀影城,02-26068099,https://tw.movies.yahoo.com/theater_result.html/id=193,121.3639607,121.3639607
114,基隆市中正區信一路177號7-10F(基隆市文化中心旁),114,"{'results': [{'address_components': [{'long_name': '181', 'short_name': '181', 'types': ['street_number']}, {'long_name': 'Xinyi Road', 'short_name': 'Xinyi Road', 'types': ['route']}, {'long_name': 'Zhongzheng District', 'short_name': 'Zhongzheng District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Keelung City', 'short_name': 'Keelung City', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '202', 'short_name': '202', 'types': ['postal_code']}], 'formatted_address': 'No. 181, Xinyi Road, Zhongzheng District, Keelung City, Taiwan 202', 'geometry': {'location': {'lat': 25.131326, 'lng': 121.7440483}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.1326749802915, 'lng': 121.7453972802915}, 'southwest': {'lat': 25.12997701970849, 'lng': 121.7426993197085}}}, 'place_id': 'ChIJedzeGT9OXTQRjM5lnIIaezo', 'types': ['establishment', 'point_of_interest']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.7440483, 25.131326]}",基隆秀泰影城,02-24212388,https://tw.movies.yahoo.com/theater_result.html/id=114,121.7440483,121.7440483
85,桃園市中正路56號3-5樓,85,"{'results': [{'address_components': [{'long_name': '56', 'short_name': '56', 'types': ['street_number']}, {'long_name': 'Zhongzheng Road', 'short_name': 'Zhongzheng Road', 'types': ['route']}, {'long_name': 'Luzhu District', 'short_name': 'Luzhu District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taoyuan City', 'short_name': 'Taoyuan City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '338', 'short_name': '338', 'types': ['postal_code']}], 'formatted_address': 'No. 56, Zhongzheng Road, Luzhu District, Taoyuan City, Taiwan 338', 'geometry': {'bounds': {'northeast': {'lat': 25.0429207, 'lng': 121.2945485}, 'southwest': {'lat': 25.042913, 'lng': 121.2945317}}, 'location': {'lat': 25.0429207, 'lng': 121.2945485}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': 25.0442658302915, 'lng': 121.2958890802915}, 'southwest': {'lat': 25.0415678697085, 'lng': 121.2931911197085}}}, 'partial_match': True, 'place_id': 'EikzMzjlj7DngaPmoYPlnJLluILomIbnq7nljYDkuK3mraPot681NuiZnw', 'types': ['street_address']}, {'address_components': [{'long_name': '56', 'short_name': '56', 'types': ['street_number']}, {'long_name': 'Zhongzheng Road', 'short_name': 'Zhongzheng Road', 'types': ['route']}, {'long_name': 'Taoyuan District', 'short_name': 'Taoyuan District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taoyuan City', 'short_name': 'Taoyuan City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '330', 'short_name': '330', 'types': ['postal_code']}], 'formatted_address': 'No. 56, Zhongzheng Road, Taoyuan District, Taoyuan City, Taiwan 330', 'geometry': {'location': {'lat': 24.9911841, 'lng': 121.3128278}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 24.9925330802915, 'lng': 121.3141767802915}, 'southwest': {'lat': 24.98983511970849, 'lng': 121.3114788197085}}}, 'partial_match': True, 'place_id': 'ChIJRV0clfweaDQRPKI9pxD48aA', 'types': ['street_address']}, {'address_components': [{'long_name': '56', 'short_name': '56', 'types': ['street_number']}, {'long_name': 'Zhongzheng Road', 'short_name': 'Zhongzheng Road', 'types': ['route']}, {'long_name': 'Zhongli District', 'short_name': 'Zhongli District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taoyuan City', 'short_name': 'Taoyuan City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '320', 'short_name': '320', 'types': ['postal_code']}], 'formatted_address': 'No. 56, Zhongzheng Road, Zhongli District, Taoyuan City, Taiwan 320', 'geometry': {'location': {'lat': 24.954775, 'lng': 121.224265}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 24.9561239802915, 'lng': 121.2256139802915}, 'southwest': {'lat': 24.95342601970849, 'lng': 121.2229160197085}}}, 'partial_match': True, 'place_id': 'ChIJvcJnoUkiaDQRNNP7FacLkM4', 'types': ['street_address']}, {'address_components': [{'long_name': '56', 'short_name': '56', 'types': ['street_number']}, {'long_name': 'Zhongzheng Road', 'short_name': 'Zhongzheng Road', 'types': ['route']}, {'long_name': 'Pingzhen District', 'short_name': 'Pingzhen District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taoyuan City', 'short_name': 'Taoyuan City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '324', 'short_name': '324', 'types': ['postal_code']}], 'formatted_address': 'No. 56, Zhongzheng Road, Pingzhen District, Taoyuan City, Taiwan 324', 'geometry': {'bounds': {'northeast': {'lat': 24.929505, 'lng': 121.2569172}, 'southwest': {'lat': 24.9294977, 'lng': 121.2569002}}, 'location': {'lat': 24.9294977, 'lng': 121.2569172}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': 24.9308503302915, 'lng': 121.2582576802915}, 'southwest': {'lat': 24.9281523697085, 'lng': 121.2555597197085}}}, 'partial_match': True, 'place_id': 'EikzMjTlj7DngaPmoYPlnJLluILlubPpjq7ljYDkuK3mraPot681NuiZnw', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.2945485, 25.0429207]}",in89統領影城,03-2727738,https://tw.movies.yahoo.com/theater_result.html/id=85,121.2945485,121.2945485
127,桃園市蘆竹區南崁路一段112號7樓,127,"{'results': [{'address_components': [{'long_name': '112', 'short_name': '112', 'types': ['street_number']}, {'long_name': 'Section 1, Nankan Road', 'short_name': 'Section 1, Nankan Rd', 'types': ['route']}, {'long_name': 'Luzhu District', 'short_name': 'Luzhu District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taoyuan City', 'short_name': 'Taoyuan City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '338', 'short_name': '338', 'types': ['postal_code']}], 'formatted_address': 'No. 112, Section 1, Nankan Rd, Luzhu District, Taoyuan City, Taiwan 338', 'geometry': {'bounds': {'northeast': {'lat': 25.0519991, 'lng': 121.2877405}, 'southwest': {'lat': 25.0519849, 'lng': 121.2877303}}, 'location': {'lat': 25.0519849, 'lng': 121.2877303}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': 25.05334098029151, 'lng': 121.2890843802915}, 'southwest': {'lat': 25.0506430197085, 'lng': 121.2863864197085}}}, 'place_id': 'EjAzMzjlj7DngaPmoYPlnJLluILomIbnq7nljYDljZfltIHot6_kuIDmrrUxMTLomZ8', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.2877303, 25.0519849]}",美麗華台茂影城,03-3113123,https://tw.movies.yahoo.com/theater_result.html/id=127,121.2877303,121.2877303
196,桃園市八德區介壽路一段728號3樓,196,"{'results': [{'address_components': [{'long_name': '728', 'short_name': '728', 'types': ['street_number']}, {'long_name': '介壽路一段', 'short_name': '介壽路一段', 'types': ['route']}, {'long_name': 'Bade District', 'short_name': 'Bade District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taoyuan City', 'short_name': 'Taoyuan City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '334', 'short_name': '334', 'types': ['postal_code']}], 'formatted_address': '334, Taiwan, Taoyuan City, Bade District, 介壽路一段728號', 'geometry': {'location': {'lat': 24.96491, 'lng': 121.2992578}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 24.9662589802915, 'lng': 121.3006067802915}, 'southwest': {'lat': 24.9635610197085, 'lng': 121.2979088197085}}}, 'place_id': 'ChIJiY9ASSwfaDQRRZWYSEmZtW4', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.2992578, 24.96491]}",國賓影城(桃園八德廣豐新天地),03-2182898,https://tw.movies.yahoo.com/theater_result.html/id=196,121.2992578,121.2992578
2,桃園市中壢區中園路二段509號6樓,2,"{'results': [{'address_components': [{'long_name': '509', 'short_name': '509', 'types': ['street_number']}, {'long_name': 'Section 2, Zhongyuan Road', 'short_name': 'Section 2, Zhongyuan Road', 'types': ['route']}, {'long_name': 'Zhongli District', 'short_name': 'Zhongli District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taoyuan City', 'short_name': 'Taoyuan City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '320', 'short_name': '320', 'types': ['postal_code']}], 'formatted_address': 'No. 509, Section 2, Zhongyuan Road, Zhongli District, Taoyuan City, Taiwan 320', 'geometry': {'location': {'lat': 25.001673, 'lng': 121.229018}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0030219802915, 'lng': 121.2303669802915}, 'southwest': {'lat': 25.0003240197085, 'lng': 121.2276690197085}}}, 'place_id': 'ChIJOXR22rwhaDQRMidVBlzasMg', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.229018, 25.001673]}",SBC星橋國際影城,03-4680080,https://tw.movies.yahoo.com/theater_result.html/id=2,121.229018,121.229018
3,桃園市中壢區九和一街48號3樓,3,"{'results': [{'address_components': [{'long_name': '48', 'short_name': '48', 'types': ['street_number']}, {'long_name': 'Jiuhe 1st Street', 'short_name': 'Jiuhe 1st Street', 'types': ['route']}, {'long_name': 'Zhongli District', 'short_name': 'Zhongli District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taoyuan City', 'short_name': 'Taoyuan City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '320', 'short_name': '320', 'types': ['postal_code']}], 'formatted_address': 'No. 48, Jiuhe 1st Street, Zhongli District, Taoyuan City, Taiwan 320', 'geometry': {'location': {'lat': 24.9615119, 'lng': 121.2242251}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 24.9628608802915, 'lng': 121.2255740802915}, 'southwest': {'lat': 24.96016291970849, 'lng': 121.2228761197085}}}, 'place_id': 'ChIJce-4xjYiaDQRcSOq6bv5_GU', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.2242251, 24.9615119]}",威尼斯影城,03-2805018,https://tw.movies.yahoo.com/theater_result.html/id=3,121.2242251,121.2242251
102,新竹市東區西大路323號8樓,102,"{'results': [{'address_components': [{'long_name': '323', 'short_name': '323', 'types': ['street_number']}, {'long_name': 'Xida Road', 'short_name': 'Xida Road', 'types': ['route']}, {'long_name': 'East District', 'short_name': 'East District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Hsinchu City', 'short_name': 'Hsinchu City', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '300', 'short_name': '300', 'types': ['postal_code']}], 'formatted_address': 'No. 323, Xida Road, East District, Hsinchu City, Taiwan 300', 'geometry': {'location': {'lat': 24.8019349, 'lng': 120.9648377}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': 24.8032838802915, 'lng': 120.9661866802915}, 'southwest': {'lat': 24.8005859197085, 'lng': 120.9634887197085}}}, 'place_id': 'EiczMDDlj7DngaPmlrDnq7nluILmnbHljYDopb_lpKfot68zMjPomZ8', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [120.9648377, 24.8019349]}",新竹大遠百威秀影城,03-5452345,https://tw.movies.yahoo.com/theater_result.html/id=102,120.9648377,120.9648377
103,新竹市文昌街39號,103,"{'results': [{'address_components': [{'long_name': '39', 'short_name': '39', 'types': ['street_number']}, {'long_name': 'Wenchang Street', 'short_name': 'Wenchang Street', 'types': ['route']}, {'long_name': 'East District', 'short_name': 'East District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Hsinchu City', 'short_name': 'Hsinchu City', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '300', 'short_name': '300', 'types': ['postal_code']}], 'formatted_address': 'No. 39, Wenchang Street, East District, Hsinchu City, Taiwan 300', 'geometry': {'location': {'lat': 24.8028711, 'lng': 120.968586}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 24.8042200802915, 'lng': 120.9699349802915}, 'southwest': {'lat': 24.8015221197085, 'lng': 120.9672370197085}}}, 'place_id': 'ChIJBx6Gduo1aDQROPu1aLtGdGo', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [120.968586, 24.8028711]}",國際影城國際館,03-5222134,https://tw.movies.yahoo.com/theater_result.html/id=103,120.968586,120.968586
145,新竹市東區民權路176號4樓之3,145,"{'results': [{'address_components': [{'long_name': '176', 'short_name': '176', 'types': ['street_number']}, {'long_name': 'Minquan Road', 'short_name': 'Minquan Road', 'types': ['route']}, {'long_name': 'East District', 'short_name': 'East District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Hsinchu City', 'short_name': 'Hsinchu City', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '300', 'short_name': '300', 'types': ['postal_code']}], 'formatted_address': 'No. 176, Minquan Road, East District, Hsinchu City, Taiwan 300', 'geometry': {'location': {'lat': 24.8098201, 'lng': 120.9743384}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 24.8111690802915, 'lng': 120.9756873802915}, 'southwest': {'lat': 24.8084711197085, 'lng': 120.9729894197085}}}, 'place_id': 'ChIJ2WXd4sQ1aDQRonF7gAqXtaM', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [120.9743384, 24.8098201]}",新竹巨城威秀影城,03-5346999,https://tw.movies.yahoo.com/theater_result.html/id=145,120.9743384,120.9743384
181,苗栗縣頭份鎮中央路105號7樓,181,"{'results': [{'address_components': [{'long_name': '105', 'short_name': '105', 'types': ['street_number']}, {'long_name': 'Zhongyang Road', 'short_name': 'Zhongyang Road', 'types': ['route']}, {'long_name': 'Toufen City', 'short_name': 'Toufen City', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Miaoli County', 'short_name': 'Miaoli County', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '351', 'short_name': '351', 'types': ['postal_code']}], 'formatted_address': 'No. 105, Zhongyang Road, Toufen City, Miaoli County, Taiwan 351', 'geometry': {'location': {'lat': 24.6890453, 'lng': 120.903999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 24.6903942802915, 'lng': 120.9053479802915}, 'southwest': {'lat': 24.6876963197085, 'lng': 120.9026500197085}}}, 'place_id': 'ChIJA7o3JLVMaDQRs1N4EErC8Rc', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [120.903999, 24.6890453]}",頭份尚順威秀影城,037-686866,https://tw.movies.yahoo.com/theater_result.html/id=181,120.903999,120.903999
4,台中市西屯區河南路三段120號4樓,4,"{'results': [{'address_components': [{'long_name': '120', 'short_name': '120', 'types': ['street_number']}, {'long_name': 'Section 3, Henan Road', 'short_name': 'Section 3, Henan Road', 'types': ['route']}, {'long_name': 'Xitun District', 'short_name': 'Xitun District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taichung City', 'short_name': 'Taichung City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '407', 'short_name': '407', 'types': ['postal_code']}], 'formatted_address': 'No. 120, Section 3, Henan Road, Xitun District, Taichung City, Taiwan 407', 'geometry': {'location': {'lat': 24.1640826, 'lng': 120.6381276}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 24.1654315802915, 'lng': 120.6394765802915}, 'southwest': {'lat': 24.1627336197085, 'lng': 120.6367786197085}}}, 'place_id': 'ChIJYZlZMPI9aTQR3Qrv8YcZbfs', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [120.6381276, 24.1640826]}",Tiger City威秀影城,04-36065566,https://tw.movies.yahoo.com/theater_result.html/id=4,120.6381276,120.6381276
5,台中市東區復興路四段186號4樓,5,"{'results': [{'address_components': [{'long_name': '186', 'short_name': '186', 'types': ['street_number']}, {'long_name': 'Section 4, Fuxing Road', 'short_name': 'Section 4, Fuxing Road', 'types': ['route']}, {'long_name': 'East District', 'short_name': 'East District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taichung City', 'short_name': 'Taichung City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '401', 'short_name': '401', 'types': ['postal_code']}], 'formatted_address': 'No. 186, Section 4, Fuxing Road, East District, Taichung City, Taiwan 401', 'geometry': {'location': {'lat': 24.1362347, 'lng': 120.687428}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 24.13758368029151, 'lng': 120.6887769802915}, 'southwest': {'lat': 24.1348857197085, 'lng': 120.6860790197085}}}, 'place_id': 'ChIJsyczlRU9aTQRBy8HNdH_f8o', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [120.687428, 24.1362347]}",台中新時代凱擘影城,04-36080900,https://tw.movies.yahoo.com/theater_result.html/id=5,120.687428,120.687428
6,台中市中華路一段58號,6,"{'results': [{'address_components': [{'long_name': '58', 'short_name': '58', 'types': ['street_number']}, {'long_name': 'Section 1, Zhonghua Road', 'short_name': 'Section 1, Zhonghua Road', 'types': ['route']}, {'long_name': 'Central District', 'short_name': 'Central District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taichung City', 'short_name': 'Taichung City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '400', 'short_name': '400', 'types': ['postal_code']}], 'formatted_address': 'No. 58, Section 1, Zhonghua Road, Central District, Taichung City, Taiwan 400', 'geometry': {'location': {'lat': 24.143657, 'lng': 120.6752682}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 24.1450059802915, 'lng': 120.6766171802915}, 'southwest': {'lat': 24.14230801970849, 'lng': 120.6739192197085}}}, 'place_id': 'ChIJk0JJ0HI9aTQR2AUUtUv-eoM', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [120.6752682, 24.143657]}",日新大戲院,04-22243355,https://tw.movies.yahoo.com/theater_result.html/id=6,120.6752682,120.6752682
7,台中市北區北屯路14號,7,"{'results': [{'address_components': [{'long_name': '14', 'short_name': '14', 'types': ['street_number']}, {'long_name': 'Beitun Road', 'short_name': 'Beitun Road', 'types': ['route']}, {'long_name': 'North District', 'short_name': 'North District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taichung City', 'short_name': 'Taichung City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '404', 'short_name': '404', 'types': ['postal_code']}], 'formatted_address': 'No. 14, Beitun Road, North District, Taichung City, Taiwan 404', 'geometry': {'location': {'lat': 24.1602313, 'lng': 120.6920286}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 24.1615802802915, 'lng': 120.6933775802915}, 'southwest': {'lat': 24.1588823197085, 'lng': 120.6906796197085}}}, 'place_id': 'ChIJMT_3eF89aTQRxIKSB4gUl-E', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [120.6920286, 24.1602313]}",親親數位影城,04-22319111,https://tw.movies.yahoo.com/theater_result.html/id=7,120.6920286,120.6920286
8,台中縣豐原市中正路137號,8,"{'results': [{'address_components': [{'long_name': '137', 'short_name': '137', 'types': ['street_number']}, {'long_name': 'Zhongzheng Road', 'short_name': 'Zhongzheng Road', 'types': ['route']}, {'long_name': 'Fengyuan District', 'short_name': 'Fengyuan District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taichung City', 'short_name': 'Taichung City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '420', 'short_name': '420', 'types': ['postal_code']}], 'formatted_address': 'No. 137, Zhongzheng Road, Fengyuan District, Taichung City, Taiwan 420', 'geometry': {'location': {'lat': 24.2515989, 'lng': 120.7199759}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 24.2529478802915, 'lng': 120.7213248802915}, 'southwest': {'lat': 24.25024991970849, 'lng': 120.7186269197085}}}, 'place_id': 'ChIJ1anIcQ8aaTQRgZ2NAM6RtQI', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [120.7199759, 24.2515989]}",豐源國際影城,04-25260036,https://tw.movies.yahoo.com/theater_result.html/id=8,120.7199759,120.7199759
12,台中市西屯區中港路二段111號13樓,12,"{'results': [{'address_components': [{'long_name': '11-1', 'short_name': '11-1', 'types': ['street_number']}, {'long_name': 'Lane 833, Section 2, Taiwan Boulevard', 'short_name': 'Lane 833, Section 2, Taiwan Boulevard', 'types': ['route']}, {'long_name': 'Xitun District', 'short_name': 'Xitun District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taichung City', 'short_name': 'Taichung City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '407', 'short_name': '407', 'types': ['postal_code']}], 'formatted_address': 'No. 11-1, Lane 833, Section 2, Taiwan Boulevard, Xitun District, Taichung City, Taiwan 407', 'geometry': {'location': {'lat': 24.1603815, 'lng': 120.6520957}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 24.1617304802915, 'lng': 120.6534446802915}, 'southwest': {'lat': 24.1590325197085, 'lng': 120.6507467197085}}}, 'partial_match': True, 'place_id': 'ChIJ2bbwto89aTQRmciXOo61G-0', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [120.6520957, 24.1603815]}",台中新光影城,04-22589911,https://tw.movies.yahoo.com/theater_result.html/id=12,120.6520957,120.6520957
